visual_name,property_category,property_name,property_description,property_values
advancedSlicerVisual,title,show,Show,Expected type: boolean
advancedSlicerVisual,title,text,Title text,Expected type: string
advancedSlicerVisual,title,titleWrap,Word wrap,Expected type: boolean
advancedSlicerVisual,title,underline,Underline,Expected type: boolean
advancedSlicerVisual,visualHeader,background,Color,Expected type: color
advancedSlicerVisual,visualHeader,border,Color,Expected type: color
advancedSlicerVisual,visualHeader,foreground,Color,Expected type: color
advancedSlicerVisual,visualHeader,show,Show,Expected type: boolean
advancedSlicerVisual,visualHeader,showCommentButton,Comment button,Expected type: boolean
advancedSlicerVisual,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
advancedSlicerVisual,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
advancedSlicerVisual,visualHeader,showOptionsMenu,More options icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showPersonalizeVisualButton,Personalize visual,Expected type: boolean
advancedSlicerVisual,visualHeader,showPinButton,Pin icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showSeeDataLayoutToggleButton,See data layout icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showSetAlertButton,Set alert button,Expected type: boolean
advancedSlicerVisual,visualHeader,showSmartNarrativeButton,Smart narrative,Expected type: boolean
advancedSlicerVisual,visualHeader,showTooltipButton,Visual header tooltip icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showVisualErrorButton,Visual error icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showVisualInformationButton,Visual information icon,Expected type: boolean
advancedSlicerVisual,visualHeader,showVisualWarningButton,Visual warning icon,Expected type: boolean
advancedSlicerVisual,visualHeader,transparency,Transparency,Expected type: number
advancedSlicerVisual,visualHeaderTooltip,background,Color,Expected type: color
advancedSlicerVisual,visualHeaderTooltip,bold,Bold,Expected type: boolean
advancedSlicerVisual,visualHeaderTooltip,fontFamily,Font family,Expected type: string
advancedSlicerVisual,visualHeaderTooltip,fontSize,Color,Expected type: number
advancedSlicerVisual,visualHeaderTooltip,italic,Italic,Expected type: boolean
advancedSlicerVisual,visualHeaderTooltip,section,Page,Expected type: string
advancedSlicerVisual,visualHeaderTooltip,text,Tooltip text,Expected type: string
advancedSlicerVisual,visualHeaderTooltip,themedBackground,Color,Expected type: color
advancedSlicerVisual,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
advancedSlicerVisual,visualHeaderTooltip,titleFontColor,Color,Expected type: color
advancedSlicerVisual,visualHeaderTooltip,transparency,Transparency,Expected type: number
advancedSlicerVisual,visualHeaderTooltip,type,Type,"Default, Canvas"
advancedSlicerVisual,visualHeaderTooltip,underline,Underline,Expected type: boolean
advancedSlicerVisual,visualLink,bookmark,Bookmark,Expected type: string
advancedSlicerVisual,visualLink,dataFunction,Color,Expected type: object
advancedSlicerVisual,visualLink,dataFunction.byReference,Color,Expected type: object
advancedSlicerVisual,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
advancedSlicerVisual,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
advancedSlicerVisual,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
advancedSlicerVisual,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
advancedSlicerVisual,visualLink,drillthroughSection,Destination,Expected type: string
advancedSlicerVisual,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
advancedSlicerVisual,visualLink,navigationSection,Destination,Expected type: string
advancedSlicerVisual,visualLink,show,Show,Expected type: boolean
advancedSlicerVisual,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
advancedSlicerVisual,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
advancedSlicerVisual,visualLink,tooltip,Tooltip,Expected type: string
advancedSlicerVisual,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
advancedSlicerVisual,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
advancedSlicerVisual,visualLink,webUrl,Web URL,Expected type: string
advancedSlicerVisual,visualTooltip,actionFontColor,Color,Expected type: color
advancedSlicerVisual,visualTooltip,background,Color,Expected type: color
advancedSlicerVisual,visualTooltip,bold,Bold,Expected type: boolean
advancedSlicerVisual,visualTooltip,fontFamily,Font family,Expected type: string
advancedSlicerVisual,visualTooltip,fontSize,Color,Expected type: number
advancedSlicerVisual,visualTooltip,italic,Italic,Expected type: boolean
advancedSlicerVisual,visualTooltip,section,Page,Expected type: string
advancedSlicerVisual,visualTooltip,show,Show,Expected type: boolean
advancedSlicerVisual,visualTooltip,themedBackground,Color,Expected type: color
advancedSlicerVisual,visualTooltip,themedTitleFontColor,Color,Expected type: color
advancedSlicerVisual,visualTooltip,themedValueFontColor,Color,Expected type: color
advancedSlicerVisual,visualTooltip,titleFontColor,Color,Expected type: color
advancedSlicerVisual,visualTooltip,transparency,Transparency,Expected type: number
advancedSlicerVisual,visualTooltip,type,Type,"Default, Canvas"
advancedSlicerVisual,visualTooltip,underline,Underline,Expected type: boolean
advancedSlicerVisual,visualTooltip,valueFontColor,Color,Expected type: color
advancedSlicerVisual,accentBar,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,accentBar,color,Color,Expected type: color
advancedSlicerVisual,accentBar,position,Position,"Left, Right, Bottom, Top"
advancedSlicerVisual,accentBar,show,Show,Expected type: boolean
advancedSlicerVisual,accentBar,transparency,Transparency,Expected type: number
advancedSlicerVisual,accentBar,width,Width,Expected type: number
advancedSlicerVisual,background,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,background,color,Color,Expected type: color
advancedSlicerVisual,background,show,Show,Expected type: boolean
advancedSlicerVisual,background,transparency,Transparency,Expected type: number
advancedSlicerVisual,background,wrapContent,Hug contents,Expected type: boolean
advancedSlicerVisual,data,isInvertedSelectionMode,Color,Expected type: boolean
advancedSlicerVisual,fillCustom,fillColor,Color,Expected type: color
advancedSlicerVisual,fillCustom,image,Color,Expected type: object
advancedSlicerVisual,fillCustom,image.name,Color,Expected type: string
advancedSlicerVisual,fillCustom,image.url,Color,Expected type: string
advancedSlicerVisual,fillCustom,image.scaling,Color,"Normal, Fit, Fill"
advancedSlicerVisual,fillCustom,imageSplitTransparency,Color,Expected type: boolean
advancedSlicerVisual,fillCustom,imageTransparency,Transparency,Expected type: number
advancedSlicerVisual,fillCustom,show,Show,Expected type: boolean
advancedSlicerVisual,fillCustom,transparency,Transparency,Expected type: number
advancedSlicerVisual,general,formatString,Color,Expected type: string
advancedSlicerVisual,general,selfFilterEnabled,Color,Expected type: boolean
advancedSlicerVisual,glowCustom,angle,Angle,Expected type: number
advancedSlicerVisual,glowCustom,color,Color,Expected type: color
advancedSlicerVisual,glowCustom,glowDistance,Distance,Expected type: number
advancedSlicerVisual,glowCustom,glowPositionPreset,Preset,"custom, top, topLeft, topRight, center, centerLeft, centerRight, bottom, bottomLeft, bottomRight"
advancedSlicerVisual,glowCustom,glowSpread,Size,Expected type: number
advancedSlicerVisual,glowCustom,position,Offset,"Outer, Inner"
advancedSlicerVisual,glowCustom,shadowBlur,Blur,Expected type: number
advancedSlicerVisual,glowCustom,show,Show,Expected type: boolean
advancedSlicerVisual,glowCustom,transparency,Transparency,Expected type: number
advancedSlicerVisual,icon,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,icon,altText,Alt text,Expected type: string
advancedSlicerVisual,icon,icon,Color,Expected type: object
advancedSlicerVisual,icon,icon.name,Color,Expected type: string
advancedSlicerVisual,icon,icon.url,Color,Expected type: string
advancedSlicerVisual,icon,icon.scaling,Color,"Normal, Fit, Fill"
advancedSlicerVisual,icon,iconType,Icon type,"image, imageUrl"
advancedSlicerVisual,icon,iconUrl,Image URL,Expected type: string
advancedSlicerVisual,icon,padding,Padding,Expected type: integer
advancedSlicerVisual,icon,position,Position,"Left, Right, Bottom, Top"
advancedSlicerVisual,icon,show,Show,Expected type: boolean
advancedSlicerVisual,icon,size,Size,Expected type: integer
advancedSlicerVisual,icon,transparency,Transparency,Expected type: number
advancedSlicerVisual,image,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,image,blur,Blur,Expected type: integer
advancedSlicerVisual,image,ignorePadding,Ignore padding,Expected type: boolean
advancedSlicerVisual,image,image,Field,Expected type: string
advancedSlicerVisual,image,imageAreaSize,Image area size,Expected type: integer
advancedSlicerVisual,image,imageFit,Image fit,"Normal, Fit, Fill"
advancedSlicerVisual,image,padding,Space between image and callout,Expected type: integer
advancedSlicerVisual,image,position,Position,"Left, Right, Bottom, Top"
advancedSlicerVisual,image,saturation,Saturation,Expected type: integer
advancedSlicerVisual,image,setAsBackGround,Set as background,Expected type: boolean
advancedSlicerVisual,image,transparency,Transparency,Expected type: number
advancedSlicerVisual,label,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,label,alignBaselines,Align baselines,Expected type: boolean
advancedSlicerVisual,label,bold,Bold,Expected type: boolean
advancedSlicerVisual,label,field,Field,"Expected type: string, integer"
advancedSlicerVisual,label,fontColor,Color,Expected type: color
advancedSlicerVisual,label,fontFamily,Font family,Expected type: string
advancedSlicerVisual,label,fontSize,Color,Expected type: number
advancedSlicerVisual,label,heading,Heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
advancedSlicerVisual,label,horizontalAlignment,Color,"left, center, right"
advancedSlicerVisual,label,italic,Italic,Expected type: boolean
advancedSlicerVisual,label,matchValueAlignment,Match value alignment,Expected type: boolean
advancedSlicerVisual,label,position,Position,"belowValue, aboveValue"
advancedSlicerVisual,label,show,Show,Expected type: boolean
advancedSlicerVisual,label,textWrap,Text wrap,Expected type: boolean
advancedSlicerVisual,label,transparency,Transparency,Expected type: number
advancedSlicerVisual,label,underline,Underline,Expected type: boolean
advancedSlicerVisual,layout,alignment,Color,"left, center, right"
advancedSlicerVisual,layout,backgroundFillColor,Color,Expected type: color
advancedSlicerVisual,layout,backgroundImage,Color,Expected type: object
advancedSlicerVisual,layout,backgroundImage.name,Color,Expected type: string
advancedSlicerVisual,layout,backgroundImage.url,Color,Expected type: string
advancedSlicerVisual,layout,backgroundImage.scaling,Color,"Normal, Fit, Fill"
advancedSlicerVisual,layout,backgroundImageTransparency,Image transparency,Expected type: number
advancedSlicerVisual,layout,backgroundShow,Show,Expected type: boolean
advancedSlicerVisual,layout,backgroundTransparency,Transparency,Expected type: number
advancedSlicerVisual,layout,borderColor,Color,Expected type: color
advancedSlicerVisual,layout,borderStyle,Line style,"solid, dashed, dotted"
advancedSlicerVisual,layout,borderTransparency,Transparency,Expected type: number
advancedSlicerVisual,layout,borderWidth,Width,Expected type: number
advancedSlicerVisual,layout,bottomOuterMargin,Bottom padding,Expected type: integer
advancedSlicerVisual,layout,calloutSize,Callout size,Expected type: number
advancedSlicerVisual,layout,cellPadding,Space between cards,Expected type: integer
advancedSlicerVisual,layout,columnCount,Columns,Expected type: integer
advancedSlicerVisual,layout,columnPadding,Space between columns,Expected type: integer
advancedSlicerVisual,layout,customizeLines,Customize lines,Expected type: boolean
advancedSlicerVisual,layout,customizePadding,Customize spacing,Expected type: boolean
advancedSlicerVisual,layout,gridlineColor,Color,Expected type: color
advancedSlicerVisual,layout,gridlineStyle,Line style,"solid, dashed, dotted"
advancedSlicerVisual,layout,gridlineTransparency,Transparency,Expected type: number
advancedSlicerVisual,layout,gridlineWidth,Width,Expected type: number
advancedSlicerVisual,layout,leftOuterMargin,Left padding,Expected type: integer
advancedSlicerVisual,layout,lineColor,Color,Expected type: color
advancedSlicerVisual,layout,lineStyle,Line style,"solid, dashed, dotted"
advancedSlicerVisual,layout,lineTransparency,Transparency,Expected type: number
advancedSlicerVisual,layout,lineWidth,Width,Expected type: number
advancedSlicerVisual,layout,maxTiles,Max cards shown,Expected type: integer
advancedSlicerVisual,layout,orientation,Arrangement,"1, 2, 0"
advancedSlicerVisual,layout,rectangleRoundedCurve,Rounded Corners,Expected type: integer
advancedSlicerVisual,layout,rectangleRoundedCurveCustomStyle,Customize corners,Expected type: boolean
advancedSlicerVisual,layout,rectangleRoundedCurveLeftBottom,Bottom left corner,Expected type: integer
advancedSlicerVisual,layout,rectangleRoundedCurveLeftTop,Top left corner,Expected type: integer
advancedSlicerVisual,layout,rectangleRoundedCurveRightBottom,Bottom right corner,Expected type: integer
advancedSlicerVisual,layout,rectangleRoundedCurveRightTop,Top right corner,Expected type: integer
advancedSlicerVisual,layout,rightOuterMargin,Right padding,Expected type: integer
advancedSlicerVisual,layout,rowCount,Rows,Expected type: integer
advancedSlicerVisual,layout,rowPadding,Space between rows,Expected type: integer
advancedSlicerVisual,layout,style,Style,"Cards, Table"
advancedSlicerVisual,layout,topOuterMargin,Top padding,Expected type: integer
advancedSlicerVisual,outline,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,outline,lineColor,Color,Expected type: color
advancedSlicerVisual,outline,show,Show,Expected type: boolean
advancedSlicerVisual,outline,transparency,Transparency,Expected type: number
advancedSlicerVisual,outline,weight,Outline weight,Expected type: number
advancedSlicerVisual,overFlow,overFlowDirection,Overflow direction,"0, 1"
advancedSlicerVisual,overFlow,overFlowStyle,Overflow style,"0, 1"
advancedSlicerVisual,padding,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,padding,bottomMargin,Bottom margin,Expected type: integer
advancedSlicerVisual,padding,leftMargin,Left margin,Expected type: integer
advancedSlicerVisual,padding,paddingSelection,Size,"Wide, Normal, Narrow, Custom"
advancedSlicerVisual,padding,rightMargin,Right margin,Expected type: integer
advancedSlicerVisual,padding,topMargin,Top margin,Expected type: integer
advancedSlicerVisual,rotation,angle,Rotation,Expected type: number
advancedSlicerVisual,rotation,shapeAngle,Shape rotation,Expected type: integer
advancedSlicerVisual,rotation,textAngle,Text rotation,Expected type: integer
advancedSlicerVisual,selection,selectAllCheckboxEnabled,"Show ""Select all"" option",Expected type: boolean
advancedSlicerVisual,selection,singleSelect,Single select,Expected type: boolean
advancedSlicerVisual,selection,strictSingleSelect,Force selection,Expected type: boolean
advancedSlicerVisual,selectionIcon,color,Color,Expected type: color
advancedSlicerVisual,selectionIcon,overlayPosition,Position,"topLeft, topCenter, topRight, middleLeft, middleRight, bottomLeft, bottomCenter, bottomRight"
advancedSlicerVisual,selectionIcon,overlayToggle,Overlay,Expected type: boolean
advancedSlicerVisual,selectionIcon,position,Position,"Left, Right"
advancedSlicerVisual,selectionIcon,show,Show,Expected type: boolean
advancedSlicerVisual,selectionIcon,showIconByState,Show,Expected type: boolean
advancedSlicerVisual,selectionIcon,size,Size,Expected type: integer
advancedSlicerVisual,selectionIcon,spacing,Spacing,Expected type: integer
advancedSlicerVisual,selectionIcon,transparency,Transparency,Expected type: number
advancedSlicerVisual,selectionIcon,verticalAlignment,Color,"top, middle, bottom"
advancedSlicerVisual,shadowCustom,angle,Angle,Expected type: number
advancedSlicerVisual,shadowCustom,color,Color,Expected type: color
advancedSlicerVisual,shadowCustom,position,Offset,"Outer, Inner"
advancedSlicerVisual,shadowCustom,shadowBlur,Blur,Expected type: number
advancedSlicerVisual,shadowCustom,shadowDistance,Distance,Expected type: number
advancedSlicerVisual,shadowCustom,shadowPositionPreset,Preset,"custom, top, topLeft, topRight, center, centerLeft, centerRight, bottom, bottomLeft, bottomRight"
advancedSlicerVisual,shadowCustom,shadowSpread,Size,Expected type: number
advancedSlicerVisual,shadowCustom,show,Show,Expected type: boolean
advancedSlicerVisual,shadowCustom,transparency,Transparency,Expected type: number
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurve,Rounded Corners,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurveCustomStyle,Customize style,Expected type: boolean
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurveLeftBottom,Bottom left corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurveLeftTop,Top left corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurveRightBottom,Bottom right corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,rectangleRoundedCurveRightTop,Top right corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeBottom,Size of bottom snips,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeCustomStyle,Customize style,Expected type: boolean
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeLeftBottom,Bottom left corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeLeftTop,Top left corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeRightBottom,Bottom right corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeRightTop,Top right corner,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tabCutCornerSnipSizeTop,Size of top snips,Expected type: integer
advancedSlicerVisual,shapeCustomRectangle,tileShape,Shape,"arrow, arrowChevron, arrowPentagon, heart, hexagon, line, octagon, oval, parallelogram, pentagon, pill, rectangle, rectangleRounded, rectangleRoundedByPixel, tabCutCorner, tabCutTopCorners, tabCutTopCornersByPixel, tabRoundCorner, tabRoundTopCorners, speechbubbleRectangle, trapezoid, triangleIsoc, triangleRight"
advancedSlicerVisual,spacing,verticalSpacing,Space between label and value,Expected type: integer
advancedSlicerVisual,value,$id,Color,"default, hover, selected, disabled"
advancedSlicerVisual,value,bold,Bold,Expected type: boolean
advancedSlicerVisual,value,customFormatString,Format code,Expected type: string
advancedSlicerVisual,value,fontColor,Color,Expected type: color
advancedSlicerVisual,value,fontFamily,Font family,Expected type: string
advancedSlicerVisual,value,fontSize,Color,Expected type: number
advancedSlicerVisual,value,horizontalAlignment,Color,"left, center, right"
advancedSlicerVisual,value,italic,Italic,Expected type: boolean
advancedSlicerVisual,value,labelDisplayUnits,Display units,"0, 1, 1000, 1000000, 1000000000, 1000000000000, -1"
advancedSlicerVisual,value,labelPrecision,Value decimal places,Expected type: integer
advancedSlicerVisual,value,show,Show,Expected type: boolean
advancedSlicerVisual,value,showBlankAs,Show blank as,Expected type: string
advancedSlicerVisual,value,textWrap,Text wrap,Expected type: boolean
advancedSlicerVisual,value,transparency,Transparency,Expected type: number
advancedSlicerVisual,value,underline,Underline,Expected type: boolean
advancedSlicerVisual,value,verticalAlignment,Color,"top, middle, bottom"
textSlicer,background,color,Color,Expected type: color
textSlicer,background,show,Show,Expected type: boolean
textSlicer,background,transparency,Transparency,Expected type: number
textSlicer,border,color,Color,Expected type: color
textSlicer,border,radius,Radius,Expected type: number
textSlicer,border,show,Show,Expected type: boolean
textSlicer,border,width,Width,Expected type: number
textSlicer,divider,color,Color,Expected type: color
textSlicer,divider,ignorePadding,Ignore padding,Expected type: boolean
textSlicer,divider,show,Show,Expected type: boolean
textSlicer,divider,style,Line style,"solid, dashed, dotted"
textSlicer,divider,width,Width,Expected type: number
textSlicer,dropShadow,angle,Angle,Expected type: number
textSlicer,dropShadow,color,Color,Expected type: color
textSlicer,dropShadow,position,Shadow position,"Outer, Inner"
textSlicer,dropShadow,preset,Preset,"BottomRight, Bottom, BottomLeft, CenterRight, Center, CenterLeft, TopRight, Top, TopLeft, Custom"
textSlicer,dropShadow,shadowBlur,Blur,Expected type: number
textSlicer,dropShadow,shadowDistance,Distance,Expected type: number
textSlicer,dropShadow,shadowSpread,Size,Expected type: number
textSlicer,dropShadow,show,Show,Expected type: boolean
textSlicer,dropShadow,transparency,Transparency,Expected type: number
textSlicer,general,allowBinnedLineSample,High density sampling,Expected type: boolean
textSlicer,general,allowOverlappingPointsSample,High density sampling,Expected type: boolean
textSlicer,general,altText,Alt text,Expected type: string
textSlicer,general,height,Height,Expected type: number
textSlicer,general,keepLayerOrder,Maintain layer order,Expected type: boolean
textSlicer,general,width,Width,Expected type: number
textSlicer,general,x,X Position,Expected type: number
textSlicer,general,y,Y Position,Expected type: number
textSlicer,lockAspect,show,Show,Expected type: boolean
textSlicer,padding,bottom,Bottom padding,Expected type: number
textSlicer,padding,left,Left padding,Expected type: number
textSlicer,padding,right,Right padding,Expected type: number
textSlicer,padding,top,Top padding,Expected type: number
textSlicer,spacing,customizeSpacing,Customize spacing,Expected type: boolean
textSlicer,spacing,spaceBelowSubTitle,Space below subtitle,Expected type: number
textSlicer,spacing,spaceBelowTitle,Space below title,Expected type: number
textSlicer,spacing,spaceBelowTitleArea,Space below title area,Expected type: number
textSlicer,spacing,verticalSpacing,Space between label and value,Expected type: number
textSlicer,stylePreset,name,Style,Expected type: string
textSlicer,subTitle,alignment,Color,"left, center, right"
textSlicer,subTitle,bold,Bold,Expected type: boolean
textSlicer,subTitle,fontColor,Color,Expected type: color
textSlicer,subTitle,fontFamily,Font family,Expected type: string
textSlicer,subTitle,fontSize,Color,Expected type: number
textSlicer,subTitle,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
textSlicer,subTitle,italic,Italic,Expected type: boolean
textSlicer,subTitle,show,Show,Expected type: boolean
textSlicer,subTitle,text,Title text,Expected type: string
textSlicer,subTitle,titleWrap,Word wrap,Expected type: boolean
textSlicer,subTitle,underline,Underline,Expected type: boolean
textSlicer,title,alignment,Color,"left, center, right"
textSlicer,title,background,Color,Expected type: color
textSlicer,title,bold,Bold,Expected type: boolean
textSlicer,title,fontColor,Color,Expected type: color
textSlicer,title,fontFamily,Font family,Expected type: string
textSlicer,title,fontSize,Color,Expected type: number
textSlicer,title,heading,Title heading,"Normal, Heading2, Heading3, Heading4, Heading5, Heading6"
textSlicer,title,italic,Italic,Expected type: boolean
textSlicer,title,show,Show,Expected type: boolean
textSlicer,title,text,Title text,Expected type: string
textSlicer,title,titleWrap,Word wrap,Expected type: boolean
textSlicer,title,underline,Underline,Expected type: boolean
textSlicer,visualHeader,background,Color,Expected type: color
textSlicer,visualHeader,border,Color,Expected type: color
textSlicer,visualHeader,foreground,Color,Expected type: color
textSlicer,visualHeader,show,Show,Expected type: boolean
textSlicer,visualHeader,showCommentButton,Comment button,Expected type: boolean
textSlicer,visualHeader,showCopyVisualImageButton,Copy icon,Expected type: boolean
textSlicer,visualHeader,showDrillDownExpandButton,Expand to next level icon,Expected type: boolean
textSlicer,visualHeader,showDrillDownLevelButton,Show next level icon,Expected type: boolean
textSlicer,visualHeader,showDrillRoleSelector,Drill on dropdown,Expected type: boolean
textSlicer,visualHeader,showDrillToggleButton,Drill down icon,Expected type: boolean
textSlicer,visualHeader,showDrillUpButton,Drill up icon,Expected type: boolean
textSlicer,visualHeader,showFilterRestatementButton,Filter icon,Expected type: boolean
textSlicer,visualHeader,showFocusModeButton,Focus mode icon,Expected type: boolean
textSlicer,visualHeader,showFollowVisualButton,Follow visual button,Expected type: boolean
textSlicer,visualHeader,showOptionsMenu,More options icon,Expected type: boolean
textSlicer,visualHeader,showPersonalizeVisualButton,Personalize visual,Expected type: boolean
textSlicer,visualHeader,showPinButton,Pin icon,Expected type: boolean
textSlicer,visualHeader,showSeeDataLayoutToggleButton,See data layout icon,Expected type: boolean
textSlicer,visualHeader,showSetAlertButton,Set alert button,Expected type: boolean
textSlicer,visualHeader,showSmartNarrativeButton,Smart narrative,Expected type: boolean
textSlicer,visualHeader,showTooltipButton,Visual header tooltip icon,Expected type: boolean
textSlicer,visualHeader,showVisualErrorButton,Visual error icon,Expected type: boolean
textSlicer,visualHeader,showVisualInformationButton,Visual information icon,Expected type: boolean
textSlicer,visualHeader,showVisualWarningButton,Visual warning icon,Expected type: boolean
textSlicer,visualHeader,transparency,Transparency,Expected type: number
textSlicer,visualHeaderTooltip,background,Color,Expected type: color
textSlicer,visualHeaderTooltip,bold,Bold,Expected type: boolean
textSlicer,visualHeaderTooltip,fontFamily,Font family,Expected type: string
textSlicer,visualHeaderTooltip,fontSize,Color,Expected type: number
textSlicer,visualHeaderTooltip,italic,Italic,Expected type: boolean
textSlicer,visualHeaderTooltip,section,Page,Expected type: string
textSlicer,visualHeaderTooltip,text,Tooltip text,Expected type: string
textSlicer,visualHeaderTooltip,themedBackground,Color,Expected type: color
textSlicer,visualHeaderTooltip,themedTitleFontColor,Color,Expected type: color
textSlicer,visualHeaderTooltip,titleFontColor,Color,Expected type: color
textSlicer,visualHeaderTooltip,transparency,Transparency,Expected type: number
textSlicer,visualHeaderTooltip,type,Type,"Default, Canvas"
textSlicer,visualHeaderTooltip,underline,Underline,Expected type: boolean
textSlicer,visualLink,bookmark,Bookmark,Expected type: string
textSlicer,visualLink,dataFunction,Color,Expected type: object
textSlicer,visualLink,dataFunction.byReference,Color,Expected type: object
textSlicer,visualLink,dataFunction.byReference.itemId,Color,Expected type: string
textSlicer,visualLink,dataFunction.byReference.workspaceId,Color,Expected type: string
textSlicer,visualLink,dataFunction.byReference.folderId,Color,Expected type: string
textSlicer,visualLink,disabledTooltip,Disabled tooltip,Expected type: string
textSlicer,visualLink,drillthroughSection,Destination,Expected type: string
textSlicer,visualLink,enabledTooltip,Enabled tooltip,Expected type: string
textSlicer,visualLink,navigationSection,Destination,Expected type: string
textSlicer,visualLink,show,Show,Expected type: boolean
textSlicer,visualLink,showDefaultTooltip,Show tooltips,Expected type: boolean
textSlicer,visualLink,suppressDefaultTooltip,No tooltips,Expected type: boolean
textSlicer,visualLink,tooltip,Tooltip,Expected type: string
textSlicer,visualLink,tooltipPlaceholderText,Placeholder for tooltip,Expected type: string
textSlicer,visualLink,type,Type,"Back, Bookmark, Drillthrough, PageNavigation, Qna, WebUrl, ApplyAllSlicers, ClearAllSlicers, DataFunction"
textSlicer,visualLink,webUrl,Web URL,Expected type: string
textSlicer,visualTooltip,actionFontColor,Color,Expected type: color
textSlicer,visualTooltip,background,Color,Expected type: color
textSlicer,visualTooltip,bold,Bold,Expected type: boolean
textSlicer,visualTooltip,fontFamily,Font family,Expected type: string
textSlicer,visualTooltip,fontSize,Color,Expected type: number
textSlicer,visualTooltip,italic,Italic,Expected type: boolean
textSlicer,visualTooltip,section,Page,Expected type: string
textSlicer,visualTooltip,show,Show,Expected type: boolean
textSlicer,visualTooltip,themedBackground,Color,Expected type: color
textSlicer,visualTooltip,themedTitleFontColor,Color,Expected type: color
textSlicer,visualTooltip,themedValueFontColor,Color,Expected type: color
textSlicer,visualTooltip,titleFontColor,Color,Expected type: color
textSlicer,visualTooltip,transparency,Transparency,Expected type: number
textSlicer,visualTooltip,type,Type,"Default, Canvas"
textSlicer,visualTooltip,underline,Underline,Expected type: boolean
textSlicer,visualTooltip,valueFontColor,Color,Expected type: color
textSlicer,applyButton,backColor,Color,Expected type: color
textSlicer,applyButton,backShow,Show,Expected type: boolean
textSlicer,applyButton,backTransparency,Transparency,Expected type: number
textSlicer,applyButton,borderColor,Color,Expected type: color
textSlicer,applyButton,borderShow,Show,Expected type: boolean
textSlicer,applyButton,borderTransparency,Transparency,Expected type: number
textSlicer,applyButton,borderWidth,Width,Expected type: number
textSlicer,applyButton,iconColor,Color,Expected type: color
textSlicer,applyButton,iconSize,Color,Expected type: number
textSlicer,applyButton,iconTransparency,Transparency,Expected type: number
textSlicer,applyButton,paddingBottom,Bottom margin,Expected type: integer
textSlicer,applyButton,paddingLeft,Left margin,Expected type: integer
